日期,股票代码,名称,收盘价,最高价,最低价
2017-07-07,'002304,洋河股份,84.64,85.0,83.79
2017-07-06,'002304,洋河股份,85.3,85.33,83.9
2017-07-05,'002304,洋河股份,85.0,85.26,83.8
2017-07-04,'002304,洋河股份,84.16,84.65,83.27
2017-07-03,'002304,洋河股份,85.15,87.17,84.02
2017-06-30,'002304,洋河股份,86.81,86.99,85.51
2017-06-29,'002304,洋河股份,86.29,87.72,85.59
2017-06-28,'002304,洋河股份,87.4,88.38,86.66
2017-06-27,'002304,洋河股份,88.25,88.55,87.41
2017-06-26,'002304,洋河股份,88.18,88.85,86.42
2017-06-23,'002304,洋河股份,86.4,86.64,85.3
2017-06-22,'002304,洋河股份,86.33,86.98,85.7
2017-06-21,'002304,洋河股份,86.78,86.78,84.19
2017-06-20,'002304,洋河股份,84.31,85.58,83.91
2017-06-19,'002304,洋河股份,85.17,86.35,84.4
2017-06-16,'002304,洋河股份,85.29,86.64,84.03
2017-06-15,'002304,洋河股份,87.57,90.43,87.0
2017-06-14,'002304,洋河股份,90.45,92.22,89.8
2017-06-13,'002304,洋河股份,90.85,91.67,89.01
2017-06-12,'002304,洋河股份,91.5,92.9,89.5
2017-06-09,'002304,洋河股份,88.92,91.0,87.3
2017-06-08,'002304,洋河股份,87.8,88.88,86.38
2017-06-07,'002304,洋河股份,87.02,87.11,85.21
2017-06-06,'002304,洋河股份,85.24,85.34,84.05
2017-06-05,'002304,洋河股份,84.34,86.73,84.2
2017-06-02,'002304,洋河股份,86.23,87.56,85.55
2017-06-01,'002304,洋河股份,87.01,87.18,86.0
2017-05-31,'002304,洋河股份,87.2,87.2,85.3
2017-05-26,'002304,洋河股份,86.96,87.26,85.57
2017-05-25,'002304,洋河股份,86.4,86.9,85.65
2017-05-24,'002304,洋河股份,86.29,86.6,84.51
2017-05-23,'002304,洋河股份,86.41,87.37,83.61
2017-05-22,'002304,洋河股份,83.5,84.28,82.7
2017-05-19,'002304,洋河股份,82.7,83.3,82.35
2017-05-18,'002304,洋河股份,82.68,83.61,82.53
2017-05-17,'002304,洋河股份,83.23,84.93,83.11
2017-05-16,'002304,洋河股份,84.28,84.48,83.22
2017-05-15,'002304,洋河股份,83.27,83.99,82.9
2017-05-12,'002304,洋河股份,82.9,82.98,81.8
2017-05-11,'002304,洋河股份,82.6,82.7,81.21
2017-05-10,'002304,洋河股份,81.79,82.47,80.53
2017-05-09,'002304,洋河股份,80.8,81.39,79.88
2017-05-08,'002304,洋河股份,80.52,82.0,79.81
2017-05-05,'002304,洋河股份,81.43,81.81,80.61
2017-05-04,'002304,洋河股份,81.28,82.3,79.76
2017-05-03,'002304,洋河股份,79.99,80.78,78.99
2017-05-02,'002304,洋河股份,78.81,79.37,78.0
2017-04-28,'002304,洋河股份,80.0,86.0,78.82
2017-04-27,'002304,洋河股份,87.58,87.64,85.59
2017-04-26,'002304,洋河股份,86.5,88.88,85.48
2017-04-25,'002304,洋河股份,85.89,86.66,84.66
2017-04-24,'002304,洋河股份,84.02,86.86,83.28
2017-04-21,'002304,洋河股份,87.0,88.48,85.8
2017-04-20,'002304,洋河股份,88.51,89.76,86.1
2017-04-19,'002304,洋河股份,86.29,87.57,85.19
2017-04-18,'002304,洋河股份,86.63,86.96,83.7
2017-04-17,'002304,洋河股份,83.73,84.2,82.32
2017-04-14,'002304,洋河股份,83.39,85.49,83.21
2017-04-13,'002304,洋河股份,85.31,85.8,83.03
2017-04-12,'002304,洋河股份,83.9,84.2,82.07
2017-04-11,'002304,洋河股份,82.99,83.25,81.53
2017-04-10,'002304,洋河股份,82.26,85.47,82.01
2017-04-07,'002304,洋河股份,85.36,86.3,85.12
2017-04-06,'002304,洋河股份,86.15,87.49,85.77
2017-04-05,'002304,洋河股份,87.26,89.28,86.68
2017-03-31,'002304,洋河股份,87.38,87.99,86.21
2017-03-30,'002304,洋河股份,86.79,89.35,86.5
2017-03-29,'002304,洋河股份,88.7,89.22,87.06
2017-03-28,'002304,洋河股份,87.05,87.97,86.11
2017-03-27,'002304,洋河股份,87.0,89.45,86.3
2017-03-24,'002304,洋河股份,88.6,90.06,88.2
2017-03-23,'002304,洋河股份,88.74,90.98,87.9
2017-03-22,'002304,洋河股份,90.0,90.4,88.53
2017-03-21,'002304,洋河股份,89.7,90.13,86.15
2017-03-20,'002304,洋河股份,86.17,86.48,85.25
2017-03-17,'002304,洋河股份,85.25,86.79,84.81
2017-03-16,'002304,洋河股份,85.4,86.96,84.7
2017-03-15,'002304,洋河股份,85.8,87.26,85.62
2017-03-14,'002304,洋河股份,86.42,87.26,85.48
2017-03-13,'002304,洋河股份,86.31,87.63,84.7
2017-03-10,'002304,洋河股份,85.2,86.88,83.26
2017-03-09,'002304,洋河股份,83.3,84.69,82.25
2017-03-08,'002304,洋河股份,84.25,85.05,83.52
2017-03-07,'002304,洋河股份,84.8,84.88,82.57
2017-03-06,'002304,洋河股份,82.91,83.03,81.16
2017-03-03,'002304,洋河股份,82.91,84.15,82.88
2017-03-02,'002304,洋河股份,83.75,83.98,82.11
2017-03-01,'002304,洋河股份,82.83,84.5,81.25
2017-02-28,'002304,洋河股份,81.04,82.3,80.68
2017-02-27,'002304,洋河股份,80.53,83.61,80.4
2017-02-24,'002304,洋河股份,83.01,84.57,82.5
2017-02-23,'002304,洋河股份,83.5,86.5,82.88
2017-02-22,'002304,洋河股份,84.94,86.77,82.85
2017-02-21,'002304,洋河股份,83.27,84.29,82.29
2017-02-20,'002304,洋河股份,82.43,84.9,80.55
2017-02-17,'002304,洋河股份,80.52,82.3,79.93
2017-02-16,'002304,洋河股份,80.16,80.58,79.41
2017-02-15,'002304,洋河股份,80.05,81.64,79.0
2017-02-14,'002304,洋河股份,81.15,81.33,79.5
2017-02-13,'002304,洋河股份,80.55,82.5,76.0
2017-02-10,'002304,洋河股份,75.0,76.12,71.74
2017-02-09,'002304,洋河股份,71.78,72.28,70.69
2017-02-08,'002304,洋河股份,70.69,71.15,70.16
2017-02-07,'002304,洋河股份,70.6,70.98,70.01
2017-02-06,'002304,洋河股份,70.8,71.0,69.8
2017-02-03,'002304,洋河股份,69.94,70.96,69.83
2017-01-26,'002304,洋河股份,70.22,71.06,70.08
2017-01-25,'002304,洋河股份,70.81,70.81,70.04
2017-01-24,'002304,洋河股份,70.29,70.89,69.9
2017-01-23,'002304,洋河股份,70.49,71.18,69.9
2017-01-20,'002304,洋河股份,69.82,69.98,69.05
2017-01-19,'002304,洋河股份,69.02,70.15,68.84
2017-01-18,'002304,洋河股份,70.22,70.5,68.73
2017-01-17,'002304,洋河股份,69.06,69.13,67.5
2017-01-16,'002304,洋河股份,67.79,68.5,67.01
2017-01-13,'002304,洋河股份,67.8,69.18,67.52
2017-01-12,'002304,洋河股份,68.78,69.95,68.67
2017-01-11,'002304,洋河股份,69.63,70.99,69.4
2017-01-10,'002304,洋河股份,70.91,71.54,70.75
2017-01-09,'002304,洋河股份,70.75,71.6,70.51
2017-01-06,'002304,洋河股份,70.92,72.15,70.81
2017-01-05,'002304,洋河股份,71.99,72.18,71.7
2017-01-04,'002304,洋河股份,72.02,72.16,70.51
2017-01-03,'002304,洋河股份,70.85,71.07,70.17
2016-12-30,'002304,洋河股份,70.6,71.08,69.68
2016-12-29,'002304,洋河股份,69.41,69.94,68.91
2016-12-28,'002304,洋河股份,69.3,69.63,68.27
2016-12-27,'002304,洋河股份,68.72,68.97,68.5
2016-12-26,'002304,洋河股份,68.8,68.83,67.55
2016-12-23,'002304,洋河股份,68.52,69.95,68.02
2016-12-22,'002304,洋河股份,69.97,70.4,69.58
2016-12-21,'002304,洋河股份,70.46,71.12,70.31
2016-12-20,'002304,洋河股份,70.63,71.3,70.23
2016-12-19,'002304,洋河股份,71.41,72.36,69.78
2016-12-16,'002304,洋河股份,70.29,70.78,69.29
2016-12-15,'002304,洋河股份,70.14,72.97,69.4
2016-12-14,'002304,洋河股份,72.49,73.77,72.3
2016-12-13,'002304,洋河股份,72.71,73.31,70.11
2016-12-12,'002304,洋河股份,70.2,72.7,69.75
2016-12-09,'002304,洋河股份,72.17,72.75,71.5
2016-12-08,'002304,洋河股份,71.8,73.65,71.16
2016-12-07,'002304,洋河股份,71.29,71.7,70.6
2016-12-06,'002304,洋河股份,71.33,71.4,69.14
2016-12-05,'002304,洋河股份,69.54,70.16,68.66
2016-12-02,'002304,洋河股份,69.58,70.42,69.45
2016-12-01,'002304,洋河股份,70.45,71.2,70.1
2016-11-30,'002304,洋河股份,70.5,71.45,70.32
2016-11-29,'002304,洋河股份,71.54,71.86,69.86
2016-11-28,'002304,洋河股份,69.86,70.71,69.55
2016-11-25,'002304,洋河股份,69.37,69.4,68.6
2016-11-24,'002304,洋河股份,69.15,69.58,68.3
2016-11-23,'002304,洋河股份,69.15,69.19,67.87
2016-11-22,'002304,洋河股份,67.77,68.07,67.68
2016-11-21,'002304,洋河股份,67.71,68.09,67.6
2016-11-18,'002304,洋河股份,67.58,68.13,67.51
2016-11-17,'002304,洋河股份,68.1,68.22,67.66
2016-11-16,'002304,洋河股份,68.04,68.35,68.0
2016-11-15,'002304,洋河股份,68.35,68.55,67.3
2016-11-14,'002304,洋河股份,67.69,68.3,67.27
2016-11-11,'002304,洋河股份,68.0,68.29,67.66
2016-11-10,'002304,洋河股份,67.84,68.35,67.65
2016-11-09,'002304,洋河股份,67.2,68.35,66.71
2016-11-08,'002304,洋河股份,68.35,68.75,67.66
2016-11-07,'002304,洋河股份,67.63,68.44,67.05
2016-11-04,'002304,洋河股份,68.18,69.2,68.05
2016-11-03,'002304,洋河股份,69.18,69.49,68.58
2016-11-02,'002304,洋河股份,69.06,70.32,69.01
2016-11-01,'002304,洋河股份,70.12,70.12,69.41
2016-10-31,'002304,洋河股份,69.65,70.46,69.48
2016-10-28,'002304,洋河股份,69.8,70.13,69.02
2016-10-27,'002304,洋河股份,69.39,70.0,69.01
2016-10-26,'002304,洋河股份,69.76,71.76,69.0
2016-10-25,'002304,洋河股份,69.8,69.92,68.37
2016-10-24,'002304,洋河股份,68.42,68.66,68.06
2016-10-21,'002304,洋河股份,68.22,68.65,67.91
2016-10-20,'002304,洋河股份,68.65,68.9,68.4
2016-10-19,'002304,洋河股份,68.8,68.97,68.43
2016-10-18,'002304,洋河股份,68.83,68.99,68.12
2016-10-17,'002304,洋河股份,68.21,68.94,67.9
2016-10-14,'002304,洋河股份,68.16,68.36,67.9
2016-10-13,'002304,洋河股份,68.15,68.35,67.89
2016-10-12,'002304,洋河股份,68.14,68.28,67.95
2016-10-11,'002304,洋河股份,68.4,68.85,68.14
2016-10-10,'002304,洋河股份,68.47,68.5,67.3
2016-09-30,'002304,洋河股份,67.09,67.58,66.2
2016-09-29,'002304,洋河股份,66.44,66.58,65.73
2016-09-28,'002304,洋河股份,65.92,66.36,65.82
2016-09-27,'002304,洋河股份,66.18,66.48,65.26
2016-09-26,'002304,洋河股份,65.54,66.67,65.26
2016-09-23,'002304,洋河股份,66.68,67.07,66.41
2016-09-22,'002304,洋河股份,66.7,66.87,65.5
2016-09-21,'002304,洋河股份,65.32,65.73,64.9
2016-09-20,'002304,洋河股份,64.97,65.36,64.82
2016-09-19,'002304,洋河股份,65.35,65.79,65.09
2016-09-14,'002304,洋河股份,65.44,65.5,64.8
2016-09-13,'002304,洋河股份,65.34,65.45,64.93
2016-09-12,'002304,洋河股份,65.0,66.33,64.99
2016-09-09,'002304,洋河股份,67.13,67.65,67.04
2016-09-08,'002304,洋河股份,67.4,67.88,67.06
2016-09-07,'002304,洋河股份,67.55,68.37,67.31
2016-09-06,'002304,洋河股份,68.5,68.7,67.05
2016-09-05,'002304,洋河股份,68.67,69.22,68.51
2016-09-02,'002304,洋河股份,68.89,69.91,68.56
2016-09-01,'002304,洋河股份,69.89,70.55,69.8
2016-08-31,'002304,洋河股份,70.29,70.7,70.0
2016-08-30,'002304,洋河股份,70.0,70.38,69.66
2016-08-29,'002304,洋河股份,69.9,70.55,69.1
2016-08-26,'002304,洋河股份,70.53,71.1,70.5
2016-08-25,'002304,洋河股份,70.84,71.44,70.3
2016-08-24,'002304,洋河股份,71.3,72.0,71.22
2016-08-23,'002304,洋河股份,71.67,72.25,71.2
2016-08-22,'002304,洋河股份,71.22,71.85,71.05
2016-08-19,'002304,洋河股份,71.36,72.01,71.28
2016-08-18,'002304,洋河股份,71.87,72.21,71.6
2016-08-17,'002304,洋河股份,71.92,73.03,71.74
2016-08-16,'002304,洋河股份,72.0,74.03,71.86
2016-08-15,'002304,洋河股份,73.6,74.5,72.7
2016-08-12,'002304,洋河股份,72.56,73.0,71.6
2016-08-11,'002304,洋河股份,72.31,73.05,71.8
2016-08-10,'002304,洋河股份,71.81,72.38,71.71
2016-08-09,'002304,洋河股份,71.98,72.78,71.01
2016-08-08,'002304,洋河股份,71.37,71.43,69.52
2016-08-05,'002304,洋河股份,70.17,70.29,69.83
2016-08-04,'002304,洋河股份,70.15,70.25,69.66
2016-08-03,'002304,洋河股份,70.13,70.5,69.75
2016-08-02,'002304,洋河股份,70.27,70.42,69.7
2016-08-01,'002304,洋河股份,70.0,71.42,69.62
2016-07-29,'002304,洋河股份,71.51,72.77,71.0
2016-07-28,'002304,洋河股份,71.2,71.96,70.25
2016-07-27,'002304,洋河股份,70.64,72.75,70.01
2016-07-26,'002304,洋河股份,72.93,72.99,70.76
2016-07-25,'002304,洋河股份,71.29,72.16,70.7
2016-07-22,'002304,洋河股份,70.9,73.1,70.79
2016-07-21,'002304,洋河股份,72.95,73.98,72.43
2016-07-20,'002304,洋河股份,72.3,73.15,72.01
2016-07-19,'002304,洋河股份,72.5,74.68,71.9
2016-07-18,'002304,洋河股份,74.21,75.4,74.1
2016-07-15,'002304,洋河股份,75.5,75.98,74.13
2016-07-14,'002304,洋河股份,75.26,77.36,74.65
2016-07-13,'002304,洋河股份,76.12,77.85,75.78
2016-07-12,'002304,洋河股份,77.71,79.5,75.86
2016-07-11,'002304,洋河股份,77.48,79.97,74.8
2016-07-08,'002304,洋河股份,75.3,75.73,74.39
2016-07-07,'002304,洋河股份,74.89,77.0,74.68
2016-07-06,'002304,洋河股份,76.98,77.68,72.15
2016-07-05,'002304,洋河股份,72.77,73.25,71.71
2016-07-04,'002304,洋河股份,72.2,72.71,71.04
2016-07-01,'002304,洋河股份,71.52,72.39,71.2
2016-06-30,'002304,洋河股份,71.92,73.99,71.9
2016-06-29,'002304,洋河股份,72.3,73.5,71.71
2016-06-28,'002304,洋河股份,73.14,73.5,72.15
2016-06-27,'002304,洋河股份,73.5,74.0,71.0
2016-06-24,'002304,洋河股份,71.22,72.8,69.9
2016-06-23,'002304,洋河股份,72.11,73.48,71.55
2016-06-22,'002304,洋河股份,73.1,73.4,72.01
2016-06-21,'002304,洋河股份,72.98,74.99,72.8
2016-06-20,'002304,洋河股份,74.18,76.38,74.01
2016-06-17,'002304,洋河股份,76.2,76.67,72.18
2016-06-16,'002304,洋河股份,74.42,75.0,73.48
2016-06-15,'002304,洋河股份,74.44,74.5,72.33
2016-06-14,'002304,洋河股份,73.0,73.5,70.68
2016-06-13,'002304,洋河股份,71.37,73.95,71.37
2016-06-08,'002304,洋河股份,72.9,74.35,72.6
2016-06-07,'002304,洋河股份,74.39,74.4,72.28
2016-06-06,'002304,洋河股份,73.48,73.92,71.6
2016-06-03,'002304,洋河股份,73.0,73.55,69.85
2016-06-02,'002304,洋河股份,69.9,70.99,69.81
2016-06-01,'002304,洋河股份,70.03,70.65,68.51
2016-05-31,'002304,洋河股份,68.33,68.46,66.91
2016-05-30,'002304,洋河股份,66.68,67.48,66.0
2016-05-27,'002304,洋河股份,66.82,67.1,66.38
2016-05-26,'002304,洋河股份,66.5,66.98,65.99
2016-05-25,'002304,洋河股份,66.7,67.53,66.6
2016-05-24,'002304,洋河股份,66.95,68.15,66.9
2016-05-23,'002304,洋河股份,68.0,69.58,67.37
2016-05-20,'002304,洋河股份,67.71,67.93,66.6
2016-05-19,'002304,洋河股份,67.01,67.98,67.0
2016-05-18,'002304,洋河股份,67.68,68.22,66.2
2016-05-17,'002304,洋河股份,67.62,68.3,66.88
2016-05-16,'002304,洋河股份,68.33,68.52,66.51
2016-05-13,'002304,洋河股份,68.0,70.9,67.02
2016-05-12,'002304,洋河股份,69.2,70.0,66.23
2016-05-11,'002304,洋河股份,68.1,70.08,67.12
2016-05-10,'002304,洋河股份,67.0,68.0,66.5
2016-05-09,'002304,洋河股份,67.6,68.22,67.0
2016-05-06,'002304,洋河股份,67.1,69.88,66.88
2016-05-05,'002304,洋河股份,69.87,70.22,69.1
2016-05-04,'002304,洋河股份,69.69,71.44,69.3
2016-05-03,'002304,洋河股份,71.62,72.0,66.6
2016-04-29,'002304,洋河股份,67.61,68.97,66.86
2016-04-28,'002304,洋河股份,66.82,68.08,66.08
2016-04-27,'002304,洋河股份,67.89,68.07,67.31
2016-04-26,'002304,洋河股份,67.54,67.9,66.91
2016-04-25,'002304,洋河股份,67.64,68.2,65.92
2016-04-22,'002304,洋河股份,66.84,66.88,64.9
2016-04-21,'002304,洋河股份,65.24,65.49,63.2
2016-04-20,'002304,洋河股份,63.74,64.01,62.12
2016-04-19,'002304,洋河股份,63.58,64.67,63.29
2016-04-18,'002304,洋河股份,63.95,64.85,63.69
2016-04-15,'002304,洋河股份,65.04,65.93,64.9
2016-04-14,'002304,洋河股份,65.7,65.83,64.78
2016-04-13,'002304,洋河股份,64.79,65.93,64.46
2016-04-12,'002304,洋河股份,64.65,65.0,63.5
2016-04-11,'002304,洋河股份,64.11,65.0,64.04
2016-04-08,'002304,洋河股份,63.8,65.49,63.5
2016-04-07,'002304,洋河股份,65.07,68.99,65.0
2016-04-06,'002304,洋河股份,68.28,68.28,66.33
2016-04-05,'002304,洋河股份,66.37,66.99,65.29
2016-04-01,'002304,洋河股份,65.87,67.24,65.78
2016-03-31,'002304,洋河股份,66.8,67.94,65.97
2016-03-30,'002304,洋河股份,67.4,67.48,65.78
2016-03-29,'002304,洋河股份,66.02,68.51,64.97
2016-03-28,'002304,洋河股份,68.05,69.5,66.7
2016-03-25,'002304,洋河股份,66.67,67.39,65.26
2016-03-24,'002304,洋河股份,65.5,66.6,64.28
2016-03-23,'002304,洋河股份,65.72,66.0,65.08
2016-03-22,'002304,洋河股份,65.47,66.6,64.48
2016-03-21,'002304,洋河股份,65.69,65.87,63.52
2016-03-18,'002304,洋河股份,64.0,64.93,63.32
2016-03-17,'002304,洋河股份,64.3,64.96,62.68
2016-03-16,'002304,洋河股份,62.9,63.59,61.51
2016-03-15,'002304,洋河股份,63.2,64.14,62.02
2016-03-14,'002304,洋河股份,64.27,66.29,64.0
2016-03-11,'002304,洋河股份,65.34,66.11,64.49
2016-03-10,'002304,洋河股份,66.3,67.15,64.5
2016-03-09,'002304,洋河股份,65.0,65.88,63.51
2016-03-08,'002304,洋河股份,65.05,66.18,63.63
2016-03-07,'002304,洋河股份,65.0,68.0,64.64
2016-03-04,'002304,洋河股份,66.06,67.16,63.23
2016-03-03,'002304,洋河股份,64.0,65.5,62.0
2016-03-02,'002304,洋河股份,62.55,62.8,58.8
2016-03-01,'002304,洋河股份,59.2,59.7,57.35
2016-02-29,'002304,洋河股份,57.31,60.03,57.3
2016-02-26,'002304,洋河股份,58.85,60.28,57.2
2016-02-25,'002304,洋河股份,57.71,61.69,56.8
2016-02-24,'002304,洋河股份,61.09,61.5,60.33
2016-02-23,'002304,洋河股份,61.5,61.8,59.59
2016-02-22,'002304,洋河股份,59.92,60.08,58.51
2016-02-19,'002304,洋河股份,58.89,58.97,57.85
2016-02-18,'002304,洋河股份,58.67,60.23,58.5
2016-02-17,'002304,洋河股份,59.8,60.2,59.32
2016-02-16,'002304,洋河股份,59.92,60.47,58.7
2016-02-15,'002304,洋河股份,58.59,59.56,58.0
2016-02-05,'002304,洋河股份,59.9,60.95,59.56
2016-02-04,'002304,洋河股份,59.53,60.96,59.43
2016-02-03,'002304,洋河股份,59.58,59.99,59.23
2016-02-02,'002304,洋河股份,59.6,60.06,58.53
2016-02-01,'002304,洋河股份,58.69,59.6,58.14
2016-01-29,'002304,洋河股份,58.81,59.05,56.56
2016-01-28,'002304,洋河股份,57.1,59.3,57.0
2016-01-27,'002304,洋河股份,58.5,61.0,57.54
2016-01-26,'002304,洋河股份,59.91,62.67,59.66
2016-01-25,'002304,洋河股份,59.94,61.09,58.58
2016-01-22,'002304,洋河股份,58.11,59.5,57.51
2016-01-21,'002304,洋河股份,58.45,60.69,58.39
2016-01-20,'002304,洋河股份,59.0,61.39,59.0
2016-01-19,'002304,洋河股份,61.42,61.68,59.0
2016-01-18,'002304,洋河股份,59.84,60.57,57.68
2016-01-15,'002304,洋河股份,59.6,60.8,59.0
2016-01-14,'002304,洋河股份,60.88,60.99,57.5
2016-01-13,'002304,洋河股份,58.87,61.2,58.48
2016-01-12,'002304,洋河股份,60.05,60.45,58.68
2016-01-11,'002304,洋河股份,59.2,60.69,58.62
2016-01-08,'002304,洋河股份,61.02,64.14,60.6
2016-01-07,'002304,洋河股份,61.35,66.19,61.0
2016-01-06,'002304,洋河股份,66.74,67.99,65.55
2016-01-05,'002304,洋河股份,66.99,68.89,63.1
2016-01-04,'002304,洋河股份,64.08,69.69,63.91
2015-12-31,'002304,洋河股份,68.54,69.04,66.72
2015-12-30,'002304,洋河股份,66.9,67.48,66.71
2015-12-29,'002304,洋河股份,66.95,66.98,65.85
2015-12-28,'002304,洋河股份,66.51,67.88,66.48
2015-12-25,'002304,洋河股份,67.19,68.58,67.0
2015-12-24,'002304,洋河股份,67.9,69.0,67.45
2015-12-23,'002304,洋河股份,68.25,69.86,67.52
2015-12-22,'002304,洋河股份,68.98,70.3,67.96
2015-12-21,'002304,洋河股份,70.74,71.49,66.53
2015-12-18,'002304,洋河股份,67.0,67.48,65.18
2015-12-17,'002304,洋河股份,65.16,65.57,64.65
2015-12-16,'002304,洋河股份,64.46,65.89,64.42
2015-12-15,'002304,洋河股份,65.5,66.11,65.35
2015-12-14,'002304,洋河股份,65.82,66.23,64.6
2015-12-11,'002304,洋河股份,64.9,65.0,64.03
2015-12-10,'002304,洋河股份,64.52,65.43,64.18
2015-12-09,'002304,洋河股份,64.4,64.87,63.9
2015-12-08,'002304,洋河股份,64.29,65.75,64.01
2015-12-07,'002304,洋河股份,65.75,66.58,65.4
2015-12-04,'002304,洋河股份,66.39,66.89,65.41
2015-12-03,'002304,洋河股份,66.91,67.44,66.5
2015-12-02,'002304,洋河股份,67.5,67.88,64.22
2015-12-01,'002304,洋河股份,65.0,65.2,62.66
2015-11-30,'002304,洋河股份,63.0,63.3,61.88
2015-11-27,'002304,洋河股份,62.5,63.98,62.0
2015-11-26,'002304,洋河股份,63.5,64.59,63.4
2015-11-25,'002304,洋河股份,64.5,64.68,63.3
2015-11-24,'002304,洋河股份,63.99,65.39,63.86
2015-11-23,'002304,洋河股份,64.75,64.99,64.34
2015-11-20,'002304,洋河股份,64.68,65.09,64.55
2015-11-19,'002304,洋河股份,64.98,65.2,64.39
2015-11-18,'002304,洋河股份,64.73,65.39,64.1
2015-11-17,'002304,洋河股份,65.4,65.8,64.8
2015-11-16,'002304,洋河股份,64.92,64.98,63.8
2015-11-13,'002304,洋河股份,64.9,66.85,64.0
2015-11-12,'002304,洋河股份,66.9,67.8,66.56
2015-11-11,'002304,洋河股份,67.47,67.99,66.71
2015-11-10,'002304,洋河股份,68.29,69.47,65.1
2015-11-09,'002304,洋河股份,69.62,70.03,68.1
2015-11-06,'002304,洋河股份,68.73,69.0,67.4
2015-11-05,'002304,洋河股份,68.1,69.24,67.28
2015-11-04,'002304,洋河股份,68.31,69.95,65.0
2015-11-03,'002304,洋河股份,64.97,65.28,62.51
2015-11-02,'002304,洋河股份,63.4,64.33,62.0
2015-10-30,'002304,洋河股份,62.52,63.58,61.82
2015-10-29,'002304,洋河股份,62.85,63.36,60.69
2015-10-28,'002304,洋河股份,60.81,61.89,60.6
2015-10-27,'002304,洋河股份,61.07,61.47,59.82
2015-10-26,'002304,洋河股份,61.0,61.8,60.32
2015-10-23,'002304,洋河股份,61.4,62.47,60.02
2015-10-22,'002304,洋河股份,60.0,60.26,59.08
2015-10-21,'002304,洋河股份,59.61,61.25,59.4
2015-10-20,'002304,洋河股份,60.1,60.35,59.47
2015-10-19,'002304,洋河股份,60.0,60.5,60.0
2015-10-16,'002304,洋河股份,60.28,61.38,59.5
2015-10-15,'002304,洋河股份,60.7,60.95,60.1
2015-10-14,'002304,洋河股份,60.0,60.75,59.8
2015-10-13,'002304,洋河股份,60.75,61.58,59.82
2015-10-12,'002304,洋河股份,60.43,60.85,57.89
2015-10-09,'002304,洋河股份,57.91,58.1,56.0
2015-10-08,'002304,洋河股份,57.02,59.77,56.0
2015-09-30,'002304,洋河股份,54.49,54.66,53.27
2015-09-29,'002304,洋河股份,53.05,53.79,52.82
2015-09-28,'002304,洋河股份,53.85,53.85,52.83
2015-09-25,'002304,洋河股份,53.98,54.3,53.02
2015-09-24,'002304,洋河股份,54.02,54.11,52.98
2015-09-23,'002304,洋河股份,53.11,54.2,53.0
2015-09-22,'002304,洋河股份,54.84,55.4,54.17
2015-09-21,'002304,洋河股份,54.12,54.16,52.81
2015-09-18,'002304,洋河股份,53.38,54.98,53.02
2015-09-17,'002304,洋河股份,54.03,55.98,54.03
2015-09-16,'002304,洋河股份,55.99,57.0,52.8
2015-09-15,'002304,洋河股份,53.67,54.85,53.0
2015-09-14,'002304,洋河股份,55.0,55.8,53.02
2015-09-11,'002304,洋河股份,55.77,56.96,55.49
2015-09-10,'002304,洋河股份,56.6,57.1,55.36
2015-09-09,'002304,洋河股份,56.2,57.2,55.17
2015-09-08,'002304,洋河股份,55.7,55.75,52.23
2015-09-07,'002304,洋河股份,54.5,58.5,53.1
2015-09-02,'002304,洋河股份,58.38,58.4,55.0
2015-09-01,'002304,洋河股份,57.34,57.35,52.2
2015-08-31,'002304,洋河股份,55.59,55.6,53.0
2015-08-28,'002304,洋河股份,55.0,55.3,51.85
2015-08-27,'002304,洋河股份,52.91,53.45,50.8
2015-08-26,'002304,洋河股份,50.54,51.88,47.5
2015-08-25,'002304,洋河股份,49.69,52.79,47.38
2015-08-24,'002304,洋河股份,51.3,55.58,51.3
2015-08-21,'002304,洋河股份,57.0,59.99,56.36
2015-08-20,'002304,洋河股份,59.9,61.18,59.01
2015-08-19,'002304,洋河股份,61.3,61.88,58.88
2015-08-18,'002304,洋河股份,60.08,63.63,59.93
2015-08-17,'002304,洋河股份,63.14,63.3,61.8
2015-08-14,'002304,洋河股份,63.43,64.3,63.03
2015-08-13,'002304,洋河股份,63.23,64.5,61.5
2015-08-12,'002304,洋河股份,63.28,65.79,63.18
2015-08-11,'002304,洋河股份,65.33,66.13,65.04
2015-08-10,'002304,洋河股份,66.12,66.7,63.59
2015-08-07,'002304,洋河股份,64.16,64.97,63.57
2015-08-06,'002304,洋河股份,63.2,64.47,62.98
2015-08-05,'002304,洋河股份,65.2,67.6,64.7
2015-08-04,'002304,洋河股份,67.79,69.1,65.8
2015-08-03,'002304,洋河股份,65.66,65.66,62.0
2015-07-31,'002304,洋河股份,63.04,63.1,60.27
2015-07-30,'002304,洋河股份,60.5,63.5,60.37
2015-07-29,'002304,洋河股份,62.65,62.78,60.53
2015-07-28,'002304,洋河股份,61.17,61.54,58.0
2015-07-27,'002304,洋河股份,59.54,65.98,59.54
2015-07-24,'002304,洋河股份,66.15,68.66,66.03
2015-07-23,'002304,洋河股份,67.5,67.5,64.8
2015-07-22,'002304,洋河股份,65.8,67.95,65.0
2015-07-21,'002304,洋河股份,66.8,67.16,64.8
2015-07-20,'002304,洋河股份,67.17,70.74,66.78
2015-07-17,'002304,洋河股份,70.75,71.55,67.51
